title,type,director,cast,country,date_added,release_year,rating,duration,categories
Enola Holmes,Movie,Harry Bradbeer,"Millie Bobby Brown, Henry Cavill, Sam Claflin, Helena Bonham Carter, Louis Partridge, Burn Gorman, Adeel Akhtar, Susan Wokoma, Frances de la Tour, Fiona Shaw",United Kingdom,2020-09-23,2020,PG-13,124 min,"Action & Adventure, Children & Family Movies, Dramas"
Kiss the Ground,Movie,"Joshua Tickell, Rebecca Harrell Tickell",Woody Harrelson,United States,2020-09-22,2020,TV-G,85 min,Documentaries
The Playbook,TV Show,,,United States,2020-09-22,2020,TV-MA,1 Season,Docuseries
A Love Song for Latasha,Movie,Sophia Nahli Allison,,United States,2020-09-21,2020,TV-PG,20 min,Documentaries
DTC Yukemuri Junjo Hen From High & Low,Movie,Norihisa Hiranuma,"Kenjiro Yamashita, Kanta Sato, Taiki Sato, Masayasu Yagi, Kousei Amano, Miu Arai, Taro Suruga, Yuko Fueki, Tomoki Hirose, Ryo Matsuda, Masaru Mizuno, Shunsuke Tanaka, Fumihiko Tachiki, Eri Murakawa, Katsuya Kobayashi",Japan,2020-09-20,2018,TV-PG,102 min,"Dramas, International Movies"
High & Low The Movie,Movie,Shigeaki Kubo,"Takanori Iwata, Akira, Sho Aoyagi, Hiroomi Tosaka, Takahiro, Yuki Yamada, Masataka Kubota, Kento Hayashi, Keiji Kuroki, Goki Maeda, Elly, Kenchi Tachibana, Tatsuya Nakamura, Kosuke Toyohara, Arata Iura, Kyoko Koizumi",Japan,2020-09-20,2016,TV-MA,129 min,"Action & Adventure, International Movies"
High & Low The Movie 2 / End of Sky,Movie,"Shigeaki Kubo, Tsuyoshi Nakakuki","Takanori Iwata, Keiji Kuroki, Aoi Nakamura, Yuki Yamada, Masataka Kubota, Kento Hayashi, Naoto, Akira, Sho Aoyagi, Takahiro, Hiroomi Tosaka, Nobuyuki Suzuki, Keita Machida, Elly, Mandy Sekiguchi, Reo Sano, Masahiko Tsugawa",Japan,2020-09-20,2017,TV-MA,124 min,"Action & Adventure, International Movies"
High & Low The Movie 3 / Final Mission,Movie,"Shigeaki Kubo, Tsuyoshi Nakakuki","Takanori Iwata, Akira, Masataka Kubota, Takahiro, Hiroomi Tosaka, Sho Aoyagi, Reo Sano, Koichi Iwaki, Goro Kishitani, Masahiko Tsugawa, Keiji Kuroki, Yuki Yamada, Kento Hayashi, Naoto, Elly, Mandy Sekiguchi",Japan,2020-09-20,2017,TV-MA,118 min,"Action & Adventure, International Movies"
High & Low The Red Rain,Movie,Yudai Yamaguchi,"Takahiro, Hiroomi Tosaka, Takumi Saitoh, Miyu Yoshimoto, Ken Ishiguro, Takanori Iwata, Naoko Iijima, Koichi Iwaki, Nobuyuki Suzuki, Keita Machida, Kenjiro Yamashita, Kanta Sato, Taiki Sato, Noemi Nakai, Tatsuya Nakamura, Taichi Saotome",Japan,2020-09-20,2016,TV-MA,111 min,"Action & Adventure, International Movies"
Road To High & Low,Movie,Shigeaki Kubo,"Takanori Iwata, Nobuyuki Suzuki, Keita Machida, Akira, Sho Aoyagi, Keiji Kuroki, Yuki Yamada, Masataka Kubota, Kento Hayashi, Kenjiro Yamashita, Kanta Sato, Taiki Sato, Takahiro, Hiroomi Tosaka, Tatsuya Nakamura, Arata Iura",Japan,2020-09-20,2016,TV-MA,94 min,"Action & Adventure, International Movies"
The Blue Elephant 2,Movie,Marwan Hamed,"Karim Abdel Aziz, Nelly Karim, Hend Sabry, Shereen Reda, Khaled El Sawy, Eyad Nassar, Tara Emad, Amgad Elsharqawy",Egypt,2020-09-20,2019,TV-MA,130 min,"Horror Movies, International Movies, Thrillers"
Bhaji In Problem,Movie,Smeep Kang,"Gippy Grewal, Gurpreet Guggi, Ragini Khanna, Om Puri, B.N. Sharma, Avtar Gill, Karamjit Anmol, Rana Jung Bahadur",India,2020-09-19,2013,TV-14,117 min,"Comedies, International Movies"
Black,Movie,Raja Chanda,"Soham Chakraborty, Bidya Sinha Mim, Ashish Vidyarthi, Rajatabha Dutta, Rudranil Ghosh, Kharaj Mukherjee",India,2020-09-19,2015,TV-14,137 min,"Action & Adventure, International Movies"
Saheb Biwi Aur Gangster Returns,Movie,Tigmanshu Dhulia,"Irrfan Khan, Jimmy Shergill, Soha Ali Khan, Mahie Gill, Raj Babbar, Deep Raj Rana, Rajiv Gupta, Sitaram Panchal, Rajesh Khera, Mugdha Godse",India,2020-09-19,2013,TV-MA,139 min,"Dramas, International Movies, Romantic Movies"
Santa Banta Pvt Ltd,Movie,Akashdeep,"Boman Irani, Vir Das, Neha Dhupia, Lisa Haydon, Ram Kapoor, Johny Lever, Vijay Raaz, Tinnu Anand, Sanjay Mishra, Ayub Khan",India,2020-09-19,2016,TV-14,111 min,"Comedies, International Movies"
The Royal Bengal Tiger,Movie,Rajesh Ganguly,"Jeet, Abir Chatterjee, Priyanka Sarkar, Shradha Das, Kharaj Mukherjee, Shantilal Mukherjee, Barun Chanda, Deb Ranajan Nag, Rajesh Sharma",India,2020-09-19,2014,TV-MA,103 min,"Dramas, International Movies, Thrillers"
Dolly Kitty Aur Woh Chamakte Sitare,Movie,Alankrita Shrivastava,"Bhumi Pednekar, Konkona Sen Sharma, Vikrant Massey, Amol Parashar, Aamir Bashir, Karan Kundra, Kalp Shah, Hearty Singh, Neelima Azim, Kubbra Sait",India,2020-09-18,2020,TV-MA,120 min,"Dramas, Independent Movies, International Movies"
Ratched,TV Show,,"Sarah Paulson, Finn Wittrock, Judy Davis, Sharon Stone, Cynthia Nixon, Jon Jon Briones, Charlie Carver",United States,2020-09-18,2020,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries"
The American Barbecue Showdown,TV Show,,"Lyric Lewis, Rutledge Wood",United States,2020-09-18,2020,TV-G,1 Season,Reality TV
The Blacklist,TV Show,,"James Spader, Megan Boone, Diego Klattenhoff, Ryan Eggold, Harry Lennix, Amir Arison, Hisham Tawfiq, Mozhan Marnò",United States,2020-09-18,2019,TV-14,7 Seasons,"Crime TV Shows, TV Dramas, TV Thrillers"
Whipped,Movie,Chandra Liow,"Andovi da Lopez, Jovial da Lopez, Chandra Liow, Tommy Limmm, Susan Sameh, Widika Sidmore, Kezia Aletheia, Karina Salim",Indonesia,2020-09-18,2020,TV-14,98 min,"Comedies, International Movies, Romantic Movies"
Anaamika,Movie,Sekhar Kammula,"Nayantara, Vaibhav Reddy, Pasupathy, Harshvardhan Rane, Thagubothu Ramesh, Vinay Varma, Dheer Charan Srivastav, D. Narsingh Rao",India,2020-09-17,2014,TV-14,130 min,"International Movies, Thrillers"
GIMS: On the Record,Movie,Florent Bodin,Maître Gims,France,2020-09-17,2020,TV-MA,96 min,"Documentaries, International Movies, Music & Musicals"
Horrid Henry's Gross Day Out,Movie,Gary Andrews,"Lizzie Waterworth-Santo, Emma Tate, Sue Elliot Nicholls, Tamsin Heatley, Wayne Forester, Aidan Cook, Philip Pope",United Kingdom,2020-09-17,2020,TV-Y,61 min,"Children & Family Movies, Comedies"
Residue,Movie,Merawi Gerima,"Obinna Nwachukwu, Dennis Lindsey, Taline Stewart, Derron Scott, Jamal Graham, JaCari Dye, Julian Selman, Melody Tally, Ramon Thompson, Hasinatu Camara",United States,2020-09-17,2020,TV-MA,90 min,"Dramas, Independent Movies"
The Last Word,TV Show,,"Anke Engelke, Thorsten Merten, Nina Gummich, Johannes Zeiler, Juri Winkler, Gudrun Ritter, Aaron Hilmer, Claudia Geisler-Bading",Germany,2020-09-17,2020,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas"
Baby,TV Show,,"Benedetta Porcaroli, Alice Pagani, Riccardo Mandolini, Chabeli Sastre Gonzalez, Brando Pacitto, Lorenzo Zurzolo, Claudia Pandolfi, Galatea Ranzi",Italy,2020-09-16,2020,TV-MA,3 Seasons,"International TV Shows, TV Dramas, Teen TV Shows"
Challenger,TV Show,,,United States,2020-09-16,2020,TV-14,1 Season,"Docuseries, Science & Nature TV"
Criminal: UK,TV Show,,"Katherine Kelly, Lee Ingleby, Mark Stanley, Rochenda Sandall, Shubham Saraf, Nicholas Pinnock, David Tennant, Hayley Atwell, Youssef Kerkour, Clare-Hope Ashitey, Isabella Laughland","United Kingdom, France, Germany, Spain",2020-09-16,2020,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, International TV Shows"
Signs,TV Show,,"Andrzej Konopka, Helena Sujecka, Piotr Trojan, Michał Czernecki, Mariusz Ostrowski, Robert Gulaczyk, Mirosław Kropielnicki, Helena Englert, Paulina Gałązka, Magdalena Źak",Poland,2020-09-16,2020,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas"
Sing On!,TV Show,,Tituss Burgess,United States,2020-09-16,2020,TV-PG,1 Season,Reality TV
The Devil All The Time,Movie,Antonio Campos,"Tom Holland, Bill Skarsgård, Riley Keough, Robert Pattinson, Mia Wasikowska, Jason Clarke, Sebastian Stan, Haley Bennett, Harry Melling, Eliza Scanlen",United States,2020-09-16,2020,R,139 min,"Dramas, Thrillers"
The Paramedic,Movie,Carles Torras,"Mario Casas, Déborah François, Guillermo Pfening, María Rodríguez Soto, Celso Bugallo, Raúl Jiménez, Pol Monen, Alice Bocchi, Martín Bacigalupo",Spain,2020-09-16,2020,TV-MA,94 min,"Dramas, International Movies, Thrillers"
The Take,Movie,James Watkins,"Idris Elba, Richard Madden, Charlotte Le Bon, Kelly Reilly, José Garcia, Vincent Londez, Arieh Worthalter, Mohamed Makhtoumi, Théo Costa-Marini, Jérôme Gaspard","United Kingdom, France, United States, Belgium, Luxembourg, China, Germany",2020-09-16,2016,R,92 min,"Action & Adventure, International Movies"
Call the Midwife,TV Show,Philippa Lowthorpe,"Vanessa Redgrave, Bryony Hannah, Helen George, Jenny Agutter, Pam Ferris, Laura Main, Judy Parfitt, Cliff Parisi, Stephen McGann, Ben Caplan, Miranda Hart, Jessica Raine, Max Macmillan, Victoria Yeates, Jack Ashton, Emerald Fennell, Linda Bassett",United Kingdom,2020-09-15,2020,TV-MA,9 Seasons,"British TV Shows, International TV Shows, TV Dramas"
Hope Frozen: A Quest to Live Twice,Movie,Pailin Wedel,,"Thailand, United States",2020-09-15,2020,TV-PG,80 min,"Documentaries, International Movies"
Michael McIntyre: Showman,Movie,Chris Howe,Michael McIntyre,United Kingdom,2020-09-15,2020,TV-MA,63 min,Stand-Up Comedy
Raising Victor Vargas,Movie,Peter Sollett,"Victor Rasuk, Judy Marte, Melonie Diaz, Altagracia Guzman, Silvestre Rasuk, Krystal Rodriguez, Kevin Rivera, Wilfree Vasquez, Donna Maldonado","France, United States",2020-09-15,2002,R,88 min,"Dramas, Independent Movies, Romantic Movies"
Taco Chronicles,TV Show,,,United States,2020-09-15,2020,TV-MA,2 Seasons,"Docuseries, International TV Shows, Reality TV"
The Smurfs 2,Movie,Raja Gosnell,"Neil Patrick Harris, Brendan Gleeson, Jayma Mays, Hank Azaria, Katy Perry, Christina Ricci, Jonathan Winters, J.B. Smoove, George Lopez, Anton Yelchin, Fred Armisen, Jacob Tremblay, Alan Cumming","United States, France, Canada, Belgium",2020-09-15,2013,PG,105 min,"Children & Family Movies, Comedies"
Lara and the Beat,Movie,Tosin Coker,"Seyi Shay, Somkele Iyamah, Vector, Chioma Chukwuka Akpotha, Uche Jumbo, Sharon Ooja, Shaffy Bello, Saidi Balogun, Kemi Lala Akindoju, Ademola Adedoyin",Nigeria,2020-09-14,2018,TV-MA,140 min,"Dramas, International Movies, Music & Musicals"
Buddi,TV Show,,"Greta Jameson, Ralf Jameson, Clementine Laikin, Felix Laikin","United Kingdom, China",2020-09-11,2020,TV-Y,2 Seasons,"British TV Shows, Kids' TV"
Dad Wanted,Movie,Javier Colinas,"Natalia Coronado, Juan Pablo Medina, Silvia Navarro, Roberto Quijano, Victoria Viera, Arantxa Servín, Aleyda Gallardo, Joaquín Emanuel, Abril Michel, Omar Fierro, Luis Ernesto Franco, Patricia Reyes Spíndola, Rodrigo Murray, Luis Arrieta, Alberto Guerra, Moisés Arizmendi, David Fridman, Martha Claudia Moreno, Ela Velden, Gonzalo García Vivanco, Mauricio Argüelles, César Rodríguez",Mexico,2020-09-11,2020,TV-14,103 min,"Children & Family Movies, Comedies, Dramas"
Family Business,TV Show,,"Jonathan Cohen, Gérard Darmon, Julia Piaton, Liliane Rovère, Olivier Rosemberg, Ali Marhyar, Lina El Arabi, Louise Coldefy, Enrico Macias, Valérie Damidot",France,2020-09-11,2020,TV-MA,2 Seasons,"International TV Shows, TV Comedies, TV Dramas"
Girlfriends,TV Show,,"Tracee Ellis Ross, Golden Brooks, Persia White, Jill Marie Jones, Reginald C. Hayes",United States,2020-09-11,2007,TV-14,8 Seasons,TV Comedies
How to Train Your Dragon 2,Movie,Dean DeBlois,"Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson, America Ferrera, Jonah Hill, Christopher Mintz-Plasse, T.J. Miller, Kristen Wiig, Djimon Hounsou, Kit Harington",United States,2020-09-11,2014,PG,102 min,Children & Family Movies
Pets United,Movie,Reinhard Klooss,"Patrick Roche, Natalie Dormer, Eddie Marsan, Felix Auer, Jeff Burrell, Harvey Friedman, Marty Sander, Ian Odle, Bryan Larkin","Germany, China, United Kingdom",2020-09-11,2020,TV-Y7,93 min,"Children & Family Movies, Comedies"
The Barrier,TV Show,,"Unax Ugalde, Olivia Molina, Eleonora Wexler, Abel Folk, Ángela Molina, Manu Fullola, Daniel Ibáñez, Laura Quirós, Nicolás Illoro, Belén Écija, Juan Blanco, Yaima Ramos",Spain,2020-09-11,2020,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
The Duchess,TV Show,,"Katherine Ryan, Rory Keenan, Katy Byrne, Doon Mackichan, Steen Raskopoulos, Michelle de Swarte, Sophie Fletcher",United Kingdom,2020-09-11,2020,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Comedies"
Aapla Manus,Movie,Satish Rajwade,"Nana Patekar, Sumeet Raghvan, Iravati Harshe, Aashish Kulkarni, Savita Malpekar",India,2020-09-10,2018,TV-14,133 min,"Dramas, International Movies, Thrillers"
Ani... Dr. Kashinath Ghanekar,Movie,Abhijeet Deshpande,"Subodh Bhave, Vaidehi Parshurami, Nandita Patkar, Sonali Kulkarni, Sumeet Raghvan, Prasad Oak, Anand Ingale, Suhas Palshikar",India,2020-09-10,2018,TV-14,157 min,"Dramas, International Movies"
Bhai: Vyakti Ki Valli - Poorvardha,Movie,Mahesh Manjrekar,"Sagar Deshmukh, Vijay Kenkre, Iravati Harshe, Shubhangi Damle, Sachin Khedekar, Sunil Barve, Ashwini Giri, Rajan Bhise",India,2020-09-10,2019,TV-14,116 min,"Dramas, International Movies"
Bhai: Vyakti Ki Valli - Uttarardh,Movie,Mahesh Manjrekar,"Sagar Deshmukh, Iravati Harshe, Vijay Kenkre, Shubhangi Damle, Ashwini Giri, Nina Kulkarni, Dalip Tahil, Girish Kulkarni",India,2020-09-10,2019,TV-PG,112 min,"Dramas, International Movies"
Cycle,Movie,Prakash Kunte,"Hrishikesh Joshi, Bhalchandra Kadam, Priyadarshan Jadhav, Deepti Lele, Manoj Kolhatkar, Maithili Patwardhan",India,2020-09-10,2018,TV-PG,96 min,"Comedies, Dramas, International Movies"
Dhh,Movie,Manish Saini,"Naseeruddin Shah, Kahaan, Kuldeep Sodha",India,2020-09-10,2017,TV-G,127 min,"Children & Family Movies, Dramas, International Movies"
Greenleaf,TV Show,,"Merle Dandridge, Kim Hawthorne, Desiree Ross, Lamman Rucker, Tye White, Lynn Whitfield, Deborah Joy Winans, Keith David, Lovie Simone, Gregory Alan Williams, Oprah Winfrey",United States,2020-09-10,2020,TV-14,5 Seasons,TV Dramas
Julie and the Phantoms,TV Show,Kenny Ortega,"Madison Reyes, Charlie Gillespie, Owen Patrick Joyner, Jeremy Shada, Jadah Marie, Sacha Carlson, Savannah Lee May, Cheyenne Jackson, Carlos Ponce, Booboo Stewart, Sonny Bustamante",United States,2020-09-10,2020,TV-G,1 Season,"Kids' TV, TV Comedies"
Kaagar,Movie,Makarand Mane,"Rinku Rajguru, Shubhankar Tawde, Shashank Shende, Suhas Palshikar, Bharati Patil, Milind Pathak, Umesh Jagtap, Shantanu Gangane, Vitthal Kale, Mahesh Bhosale",India,2020-09-10,2019,TV-MA,130 min,"Dramas, International Movies, Romantic Movies"
Night of Knots,Movie,Hakan Algül,"Şahin Irmak, İrem Sak, Gonca Vuslateri, Emre Karayel, Duygu Yetiş, Onur Buldu, Salih Kalyon, Bilge Şen, Nilgün Belgün, Hakan Akın",Turkey,2020-09-10,2018,TV-MA,93 min,"Comedies, International Movies, Romantic Movies"
PhotoCopy,Movie,Vijay Maurya,"Parna Pethe, Chetan Chitnis, Anshuman Joshi, Aashay Kulkarni, Vandana Gupte, Girish Oak",India,2020-09-10,2016,TV-14,138 min,"Comedies, Dramas, International Movies"
Poshter Girl,Movie,Sameer Patil,"Sonalee Kulkarni, Hrishikesh Joshi, Jitendra Joshi, Aniket Vishwasrao, Hemant Dhome, Sandeep Pathak, Siddharth Menon, Akshay Tanksale, Vaibhav Mangale, Anand Ingale",India,2020-09-10,2016,TV-14,138 min,"Comedies, Dramas, International Movies"
Satria Heroes: Revenge of the Darkness,Movie,"Kenzo Maihara, Amandha Wyanto","Christian Loho, Fernando Surya, Yayan Ruhian, Stella Cornelia, Yui Takano, Safira Ratu, Faris Fadjar Munggaran, Adhitya Alkatiri",Indonesia,2020-09-10,2017,TV-G,92 min,Children & Family Movies
Son Of Adam,Movie,Ahmed Nader Galal,"Youssef El Sherif, Dina El-Sherbiny, Ahmad Rizq, Hana El Zahed, Mahmoud El Gendy, Bayyumi Fuad, Khaled Kamal, Mahmoud El-Bazzawy",Egypt,2020-09-10,2018,TV-14,110 min,"Dramas, International Movies, Thrillers"
The Babysitter: Killer Queen,Movie,McG,"Judah Lewis, Jenna Ortega, Emily Alyn Lind, Andrew Bachelor, Robbie Amell, Bella Thorne, Hana Mae Lee, Ken Marino, Leslie Bibb, Chris Wylde, Carl McDowell",United States,2020-09-10,2020,TV-MA,102 min,"Comedies, Horror Movies"
Cargo,Movie,Arati Kadav,"Vikrant Massey, Shweta Tripathi, Nandu Madhav, Konkona Sen Sharma, Biswapati Sarkar, Ritwik Bhaumik, Prabal Panjabi, Hansal Mehta",India,2020-09-09,2020,TV-14,113 min,"Comedies, Dramas, Independent Movies"
Cuties,Movie,Maïmouna Doucouré,"Fathia Youssouf, Médina El Aidi-Azouni, Esther Gohourou, Ilanah Cami-Goursolas, Myriam Hamma, Maïmouna Gueye, Mbissine Thérèse Diop, Demba Diaw, Mamadou Samaké",France,2020-09-09,2020,TV-MA,96 min,"Dramas, International Movies"
Get Organized with The Home Edit,TV Show,,,United States,2020-09-09,2020,TV-PG,1 Season,Reality TV
La Línea: Shadow of Narco,TV Show,Pepe Mora,,Spain,2020-09-09,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
So Much Love to Give,Movie,Marcos Carnevale,"Adrián Suar, Soledad Villamil, Gabriela Toscano, Alan Sabbagh, Darío Barassi, Magela Zanotta, Betiana Blum",Argentina,2020-09-09,2020,TV-14,108 min,"Comedies, International Movies, Music & Musicals"
The Social Dilemma,Movie,Jeff Orlowski,"Skyler Gisondo, Kara Hayward, Vincent Kartheiser",United States,2020-09-09,2020,PG-13,94 min,Documentaries
#Alive,Movie,Cho Il,"Yoo Ah-in, Park Shin-hye",South Korea,2020-09-08,2020,TV-MA,99 min,"Horror Movies, International Movies, Thrillers"
Record of Youth,TV Show,,"Park Bo-gum, Park So-dam, Byeon Woo-seok, Ha Hee-ra, Shin Ae-ra, Han Jin-hee, Shin Dong-mi, Lee Chang-hoon, Kwon Soo-hyun, Cho Yu-jung, Park Su-young, Seo Sang-won, Lee Jae-won",South Korea,2020-09-08,2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
My Octopus Teacher,Movie,"Pippa Ehrlich, James Reed",,South Africa,2020-09-07,2020,TV-G,86 min,"Children & Family Movies, Documentaries, International Movies"
Toll Booth,Movie,Tolga Karaçelik,"Büşra Pekin, Nur Aysan, Ruhi Sarı, Nergis Öztürk, Nadir Sarıbacak, Serkan Ercan, Sermet Yeşil, Enes Mazak, Zafer Diper",Turkey,2020-09-07,2010,TV-MA,98 min,"Dramas, Independent Movies, International Movies"
"Waiting for ""Superman""",Movie,Davis Guggenheim,,United States,2020-09-07,2010,PG,111 min,Documentaries
Cleverman,TV Show,,"Hunter Page-Lochard, Rob Collins, Deborah Mailman, Ryan Corr, Stef Dawson, Iain Glen, Frances O'Connor, Tasma Walton, Tony Briggs","Australia, New Zealand, United States",2020-09-05,2017,TV-MA,1 Season,"TV Dramas, TV Sci-Fi & Fantasy, TV Thrillers"
Villain,Movie,Philip Barantini,"Craig Fairbrass, George Russo, Robert Glenister, Izuka Hoyle, Mark Monero, Tomi May, Eloise Lovell Anderson, Taz Skylar, Nicholas Aaron",United Kingdom,2020-09-05,2020,R,97 min,Dramas
Away,TV Show,,"Hilary Swank, Josh Charles, Vivian Wu, Mark Ivanir, Ato Essandoh, Ray Panthaki, Talitha Eliana Bateman",United States,2020-09-04,2020,TV-14,1 Season,"Romantic TV Shows, TV Dramas, TV Sci-Fi & Fantasy"
I'm Thinking of Ending Things,Movie,Charlie Kaufman,"Jessie Buckley, Jesse Plemons, Toni Collette, David Thewlis, Guy Boyd",United States,2020-09-04,2020,R,135 min,"Dramas, Independent Movies"
Kandasamys: The Wedding,Movie,Jayan Moodley,"Jailoshini Naidoo, Maeshni Naicker, Madhushan Singh, Mishqah Parthiephal, Yugan Naidoo, Koobeshan Naidoo, Mariam Bassa, Rushil Juglall, Tesarnia Oree",South Africa,2020-09-04,2019,TV-14,93 min,"Comedies, Dramas, International Movies"
Spirit Riding Free: Riding Academy,TV Show,,"Amber Frank, Bailey Gambertoglio, Sydney Park, Darcy Rose Byrnes, Rhys Darby",United States,2020-09-04,2020,TV-Y7,2 Seasons,Kids' TV
The Lost Okoroshi,Movie,Abba T. Makama,"Seun Ajayi, Judith Audu, Tope Tedela, Ifu Ennada, Chiwetalu Agu, Demi Banwo, Ibrahim Jammal, Micheal Ajotubu, Ozzy Agu, Cristabel Goddy",Nigeria,2020-09-04,2019,TV-MA,94 min,"Comedies, Dramas, Independent Movies"
You're My Boss,Movie,Antoinette Jadaone,"Toni Gonzaga, Coco Martin, Freddie Webb, JM de Guzman, Gloria Sevilla, Noel Trinidad, Adam Chan, Pepe Herrera, Jerald Napoles",Philippines,2020-09-04,2015,TV-14,117 min,"Comedies, International Movies, Romantic Movies"
Afonso Padilha: Classless,Movie,"Junior Carelli, Rudge Campos",Afonso Padilha,Brazil,2020-09-03,2020,TV-MA,63 min,Stand-Up Comedy
Ave Maryam,Movie,Ertanto Robby Soediskam,"Maudy Koesnaedi, Chicco Jerikho, Tutie Kirana, Olga Lydia, Joko Anwar, Nathania Angela Widjaja, Sendy Febrina, Suhartini, Atie Krisnawati, Ratnawati Sutandar, Ninik Winarni Utomo",Indonesia,2020-09-03,2018,TV-PG,73 min,"Dramas, Independent Movies, International Movies"
"Love, Guaranteed",Movie,Mark Steven Johnson,"Rachael Leigh Cook, Damon Wayans Jr., Heather Graham, Caitlin Howden, Brendan Taylor, Sebastian Billingsley-Rodriguez, Sean Amsing, Lisa Durupt, Alvin Sanders, Jed Rees, Kandyse McClure",United States,2020-09-03,2020,TV-PG,91 min,"Comedies, Independent Movies, Romantic Movies"
Young Wallander,TV Show,,"Adam Pålsson, Richard Dillane, Leanne Best, Ellise Chappell",United Kingdom,2020-09-03,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
Chef's Table: BBQ,TV Show,,,United States,2020-09-02,2020,TV-14,1 Season,"Docuseries, Reality TV"
